id,language,task,domain,difficulty,prompt,reference_answer,source
trans_en_12,English,Translation,Everyday Life,Easy,"Translate the following English sentence to Bangla:
""Have a nice day.""",আপনার দিনটি শুভ হোক।,synthetic
trans_en_13,English,Translation,Everyday Life,Easy,"Translate the following English sentence to Bangla:
""Look before you leap.""","""ভাবিয়া করিও কাজ, করিয়া ভাবিও না।""",synthetic
trans_en_14,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""All that glitters is not gold.""","""চকচক করিলেই সোনা হয় না।""",synthetic
trans_en_15,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""Too many cooks spoil the broth.""","""ভাগের মা গঙ্গা পায় না (অথবা: অতি সন্ন্যাসীতে গাজন নষ্ট)।""",synthetic
trans_en_16,English,Translation,Everyday Life,Hard,"Translate the following English sentence to Bangla:
""As you sow, so shall you reap.""","""যেমন কর্ম তেমন ফল।""",synthetic
trans_en_17,English,Translation,Everyday Life,Easy,"Translate the following English sentence to Bangla:
""Barking dogs seldom bite.""","""যে মেঘ গর্জে সে মেঘ বর্ষে না (অথবা: যত গর্জে তত বর্ষে না)।""",synthetic
trans_en_18,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""It is very hot today.""",আজ খুব গরম।,synthetic
trans_en_19,English,Translation,Everyday Life,Hard,"Translate the following English sentence to Bangla:
""Strike the iron while it is hot.""","""ঝোপ বুঝে কোপ মারো।""",synthetic
trans_en_20,English,Translation,History,Hard,"Translate the following English sentence to Bangla:
""Rome was not built in a day.""","""রোম এক দিনে তৈরি হয়নি (বৃহৎ কাজ সম্পন্ন করতে সময় লাগে)।""",synthetic
trans_en_21,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""Out of sight, out of mind.""","""চোখের আড়াল হলে মনের আড়াল হয়।""",synthetic
trans_en_22,English,Translation,Science,Medium,"Translate the following English sentence to Bangla:
""Necessity is the mother of invention.""","""প্রয়োজনই আবিষ্কারের প্রসূতি।""",synthetic
trans_en_23,English,Translation,Economy,Hard,"Translate the following English sentence to Bangla:
""A penny saved is a penny earned.""","""এক পয়সা জমানো মানে এক পয়সা উপার্জন করা।""",synthetic
trans_en_24,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""Blood is thicker than water.""","""রক্তের টান জলের চেয়েও বেশি।""",synthetic
trans_en_25,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""Cleanliness is next to godliness.""","""পবিত্রতা ঈমানের অঙ্গ (অথবা: পরিচ্ছন্নতা অত্যন্ত পুণ্যময় গুণ)।""",synthetic
trans_en_26,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""Empty vessels make the most sound.""","""খালি কলসি বাজে বেশি।""",synthetic
trans_en_27,English,Translation,Education,Easy,"Translate the following English sentence to Bangla:
""Knowledge is power.""","""জ্ঞানই শক্তি।""",synthetic
trans_en_28,English,Translation,Literature,Hard,"Translate the following English sentence to Bangla:
""The pen is mightier than the sword.""","""অসির চেয়ে মসি শক্তিশালী (কলমের জোর তলোয়ারের চেয়ে বেশি)।""",synthetic
trans_en_29,English,Translation,Everyday Life,Hard,"Translate the following English sentence to Bangla:
""When in Rome, do as the Romans do.""","""যস্মিন দেশে যদাচার (যেখানে যেমন সেখানে তেমন চলা)।""",synthetic
trans_en_30,English,Translation,Everyday Life,Hard,"Translate the following English sentence to Bangla:
""You can't have your cake and eat it too.""","""একসাথে দুই সুবিধা পাওয়া যায় না।""",synthetic
trans_en_31,English,Translation,Health,Medium,"Translate the following English sentence to Bangla:
""Laughter is the best medicine.""","""হাসিই সর্বোত্তম ওষুধ।""",synthetic
trans_en_32,English,Translation,Everyday Life,Hard,"Translate the following English sentence to Bangla:
""It is no use crying over spilt milk.""","""গতস্য শোচনা নাস্তি (যা হারিয়ে গেছে তা নিয়ে কেঁদে লাভ নেই)।""",synthetic
trans_en_33,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""A stitch in time saves nine.""","""সময়ের এক ফোঁড় অসময়ের দশ ফোঁড়।""",synthetic
trans_en_34,English,Translation,Everyday Life,Easy,"Translate the following English sentence to Bangla:
""Patience is a virtue.""","""ধৈর্য একটি মহৎ গুণ।""",synthetic
trans_en_35,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""Two heads are better than one.""","""এক মাথা থেকে দুই মাথা ভালো (পরামর্শ করে কাজ করলে ভালো হয়)।""",synthetic
trans_en_36,English,Translation,Everyday Life,Hard,"Translate the following English sentence to Bangla:
""A journey of a thousand miles begins with a single step.""","""হাজার মাইলের যাত্রা একটিমাত্র পদক্ষেপ দিয়ে শুরু হয়।""",synthetic
trans_en_37,English,Translation,Economy,Hard,"Translate the following English sentence to Bangla:
""Don't put all your eggs in one basket.""","""সব সম্পদ এক জায়গায় বিনিয়োগ করো না (একই ঝুঁকির মুখে ফেলো না)।""",synthetic
trans_en_38,English,Translation,Everyday Life,Hard,"Translate the following English sentence to Bangla:
""Good things come to those who wait.""","""ধৈর্য ধরলে মিষ্টি ফল মেলে।""",synthetic
trans_en_39,English,Translation,Everyday Life,Medium,"Translate the following English sentence to Bangla:
""The early bird catches the worm.""","""যে সকাল সকাল ওঠে সে সুফল পায় (উদ্যোগী পুরুষই জয়ী হয়)।""",synthetic
trans_en_40,English,Translation,Literature,Hard,"Translate the following English sentence to Bangla:
""Beauty is in the eye of the beholder.""","""সৌন্দর্য দর্শকের চোখে থাকে (যার চোখ যেমন তার কাছে সৌন্দর্য তেমন)।""",synthetic
trans_bn_01,Bangla,Translation,Literature,Medium,"Translate the following Bangla sentence to English:
""আমার সোনার বাংলা, আমি তোমায় ভালোবাসি।""","""My golden Bengal, I love you.""",synthetic
trans_bn_02,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""আমি ফুটবল খেলতে পছন্দ করি।""","""I like to play football.""",synthetic
trans_bn_03,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""অতি লোভে তাঁতি নষ্ট।""","""Grasp all, lose all. (or: Greed brings ruin.)""",synthetic
trans_bn_04,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""কষ্ট না করলে কেষ্ট মেলে না।""","""No pains, no gains.""",synthetic
trans_bn_05,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
"" ভাগের মা গঙ্গা পায় না।""","""Too many cooks spoil the broth.""",synthetic
trans_bn_06,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""যেখানে বাঘের ভয়, সেখানেই সন্ধ্যা হয়।""","""Danger often comes where it is feared most. (or: Wherever there is fear of tiger, evening falls there.)""",synthetic
trans_bn_07,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""নিজের চরকায় তেল দাও।""","""Mind your own business. (or: Oil your own machine.)""",synthetic
trans_bn_08,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""আপনার সাহায্যের জন্য ধন্যবাদ।""","""আপনার সাহায্যের জন্য ধন্যবাদ।""",synthetic
trans_bn_09,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""অল্প বিদ্যা ভয়ংকরী।""","""A little learning is a dangerous thing.""",synthetic
trans_bn_10,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""যেমন কর্ম তেমন ফল।""","""As you sow, so shall you reap.""",synthetic
trans_bn_11,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""একতাই বল।""","""Unity is strength.""",synthetic
trans_bn_12,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""চোরে চোরে মাসতুতো ভাই।""","""Birds of a feather flock together.""",synthetic
trans_bn_13,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""কয়লা ধুইলে ময়লা যায় না।""","""Black will take no other hue. (or: Coal does not change its color even if washed.)""",synthetic
trans_bn_14,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""চোর পালালে বুদ্ধি বাড়ে।""","""After death comes the doctor. (or: To lock the stable door when the horse is stolen.)""",synthetic
trans_bn_15,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""তেলা মাথায় তেল দেওয়া।""","""To carry coals to Newcastle. (or: Oil your own head when it is already oily.)""",synthetic
trans_bn_16,Bangla,Translation,Everyday Life,Hard,"Translate the following Bangla sentence to English:
""দশ মিলি করি কাজ, হারি জিতি নাহি লাজ।""","""Many hands make light work. (or: In unity we stand, in defeat we share no shame.)""",synthetic
trans_bn_17,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""সবুরে মেওয়া ফলে।""","""Patience is rewarded. (or: Patience yields sweet fruit.)""",synthetic
trans_bn_18,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""হাতে নাতে ধরা পড়া।""","""To be caught red-handed.""",synthetic
trans_bn_19,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""নিজের পায়ে কুড়াল মারা।""","""To dig one's own grave. (or: To cut off one's nose to spite one's face.)""",synthetic
trans_bn_20,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""পরিশ্রম সৌভাগ্যের প্রসূতি।""","""Industry is the mother of good luck.""",synthetic
trans_bn_21,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""আকাশ কুসুম কল্পনা করা।""","""To build castles in the air.""",synthetic
trans_bn_22,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""অন্ধের যষ্টি।""","""A blind man's staff. (meaning: sole support)""",synthetic
trans_bn_23,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""তিলকে তাল করা।""","""To make a mountain out of a molehill.""",synthetic
trans_bn_24,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""ইট মারলে পাটকেলটি খেতে হয়।""","""Tit for tat.""",synthetic
trans_bn_25,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""মশা মারতে কামান দাগা।""","""To break a butterfly on a wheel. (or: To fire a cannon to kill a mosquito.)""",synthetic
trans_bn_26,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""কাটা ঘায়ে নুনের ছিটা।""","""To add insult to injury. (or: To rub salt in the wound.)""",synthetic
trans_bn_27,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""ভাগের মা গঙ্গা পায় না।""","""What is everybody's business is nobody's business.""",synthetic
trans_bn_28,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""বামন হয়ে চাঁদে হাত দেওয়া।""","""To cry for the moon. (meaning: an dwarf reaching for the moon)""",synthetic
trans_bn_29,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""যারে দেখতে নারি, তার চলন বাঁকা।""","""Faults are thick where love is thin. (or: Any excuse will serve when you dislike someone.)""",synthetic
trans_bn_30,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""ভিক্ষার চাল কাড়া আর আকাড়া।""","""Beggars cannot be choosers.""",synthetic
trans_bn_31,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""যেমন বুনো ওল তেমন বাঘা তেঁতুল।""","""Like dog, like cat. (meaning: Measure for measure.)""",synthetic
trans_bn_32,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""বজ্র আঁটুনি ফস্কা গেরো।""","""Penny wise, pound foolish. (or: Tight knot but loose fastening.)""",synthetic
trans_bn_33,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""ঘরপোড়া গরু সিঁদুরে মেঘ দেখলে ডরায়।""","""A burnt child dreads the fire.""",synthetic
trans_bn_34,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""বিনা মেঘে বজ্রপাত।""","""A bolt from the blue.""",synthetic
trans_bn_35,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""যত গর্জে তত বর্ষে না।""","""Barking dogs seldom bite. (or: Much noise, little action.)""",synthetic
trans_bn_36,Bangla,Translation,Literature,Hard,"Translate the following Bangla sentence to English:
""বিপদে মোরে রক্ষা করো এক নহে মোর প্রার্থনা।""","""Let me not pray to be sheltered from dangers, but to be fearless in facing them.""",synthetic
trans_bn_37,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""উদোর পিণ্ডি বুধোর ঘাড়ে।""","""One man's fault is laid on another's shoulders. (or: Making a scapegoat of someone.)""",synthetic
trans_bn_38,Bangla,Translation,Everyday Life,Easy,"Translate the following Bangla sentence to English:
""কান টানলে মাথা আসে।""","""Given the cause, the effect follows naturally. (or: Pull the ear and the head will follow.)""",synthetic
trans_bn_39,Bangla,Translation,Everyday Life,Medium,"Translate the following Bangla sentence to English:
""গাছে না উঠতেই এক কাঁদি।""","""To count one's chickens before they are hatched.""",synthetic
trans_bn_40,Bangla,Translation,Everyday Life,Hard,"Translate the following Bangla sentence to English:
""হাতি ঘোড়া গেল তল, ভেড়া বলে কত জল? ""","""Fools rush in where angels fear to tread. (or: Big animals got drowned, and the sheep asks how deep is the water?)""",synthetic
code_en_01,English,Coding,Computer Science,Hard,"Write a Python function named is_palindrome that takes a string and returns True if it is a palindrome, and False otherwise.","def is_palindrome(s):
    return s == s[::-1]",synthetic
code_en_02,English,Coding,Computer Science,Hard,Write a Python function named filter_evens that takes a list of numbers and returns a new list containing only the even numbers.,"def filter_evens(numbers):
    return [num for num in numbers if num % 2 == 0]",synthetic
code_en_03,English,Coding,Computer Science,Easy,Write a recursive Python function named factorial to calculate the factorial of a non-negative integer N.,"def factorial(n):
    if n == 0 or n == 1:
        return 1
    return n * factorial(n - 1)",synthetic
code_en_04,English,Coding,Computer Science,Medium,Write a JavaScript function named reverseString that takes a string and returns it reversed without using built-in reverse() method.,"function reverseString(str) {
    let reversed = '';
    for (let i = str.length - 1; i >= 0; i--) {
        reversed += str[i];
    }
    return reversed;
}",synthetic
code_en_05,English,Coding,Computer Science,Hard,Write a SQL query to select all employees from a table named 'employees' where the salary is greater than 50000 and the department is 'Engineering'.,SELECT * FROM employees WHERE salary > 50000 AND department = 'Engineering';,synthetic
code_en_06,English,Coding,Computer Science,Hard,Write a Python function named find_max that returns the maximum number in a given list without using the built-in max() function.,"def find_max(lst):
    if not lst:
        return None
    max_val = lst[0]
    for val in lst:
        if val > max_val:
            max_val = val
    return max_val",synthetic
code_en_07,English,Coding,Computer Science,Easy,"Write a JavaScript function named isPrime that checks if a number is prime, returning true or false.","function isPrime(num) {
    if (num <= 1) return false;
    for (let i = 2; i <= Math.sqrt(num); i++) {
        if (num % i === 0) return false;
    }
    return true;
}",synthetic
code_en_08,English,Coding,Computer Science,Easy,Write a Python function named fibonacci_iterative that returns the N-th Fibonacci number using an iterative loop.,"def fibonacci_iterative(n):
    if n <= 0:
        return 0
    elif n == 1:
        return 1
    a, b = 0, 1
    for _ in range(2, n + 1):
        a, b = b, a + b
    return b",synthetic
code_en_09,English,Coding,Computer Science,Hard,"Write a SQL query to find the department and count of employees in each department from the 'employees' table, grouped by department.","SELECT department, COUNT(*) as employee_count FROM employees GROUP BY department;",synthetic
code_en_10,English,Coding,Computer Science,Easy,"Write a Python function named merge_dicts that merges two dictionaries. If keys overlap, sum their values.","def merge_dicts(d1, d2):
    merged = d1.copy()
    for k, v in d2.items():
        merged[k] = merged.get(k, 0) + v
    return merged",synthetic
code_en_11,English,Coding,Computer Science,Medium,Write a Python function named remove_duplicates that takes a list and returns a list with duplicates removed while maintaining order.,"def remove_duplicates(lst):
    seen = set()
    result = []
    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append(item)
    return result",synthetic
code_en_12,English,Coding,Computer Science,Easy,Write a JavaScript function named isAnagram that checks if two strings are anagrams of each other (case-insensitive).,"function isAnagram(str1, str2) {
    const format = str => str.toLowerCase().replace(/[^a-z0-9]/g, '').split('').sort().join('');
    return format(str1) === format(str2);
}",synthetic
code_en_13,English,Coding,Computer Science,Hard,Write a Python function named bubble_sort that implements the bubble sort algorithm to sort a list of numbers in ascending order.,"def bubble_sort(lst):
    n = len(lst)
    for i in range(n):
        for j in range(0, n - i - 1):
            if lst[j] > lst[j + 1]:
                lst[j], lst[j + 1] = lst[j + 1], lst[j]
    return lst",synthetic
code_en_14,English,Coding,Computer Science,Easy,Write a SQL query using a subquery to find the second highest salary from the 'employees' table.,SELECT MAX(salary) FROM employees WHERE salary < (SELECT MAX(salary) FROM employees);,synthetic
code_en_15,English,Coding,Computer Science,Hard,"Write a Python function named binary_search that takes a sorted list and a target, returning the index of the target, or -1 if not found.","def binary_search(lst, target):
    low, high = 0, len(lst) - 1
    while low <= high:
        mid = (low + high) // 2
        if lst[mid] == target:
            return mid
        elif lst[mid] < target:
            low = mid + 1
        else:
            high = mid - 1
    return -1",synthetic
code_en_16,English,Coding,Computer Science,Medium,"Write a JavaScript function named checkBalancedParentheses that takes a string containing parentheses and returns true if balanced, false otherwise.","function checkBalancedParentheses(str) {
    let count = 0;
    for (let char of str) {
        if (char === '(') count++;
        else if (char === ')') count--;
        if (count < 0) return false;
    }
    return count === 0;
}",synthetic
code_en_17,English,Coding,Computer Science,Hard,"Write a Python function named count_vowels that takes a string and returns a dictionary with counts of each vowel (a, e, i, o, u) present.","def count_vowels(s):
    vowels = 'aeiouAEIOU'
    counts = {v: 0 for v in 'aeiou'}
    for char in s:
        if char.lower() in counts:
            counts[char.lower()] += 1
    return counts",synthetic
code_en_18,English,Coding,Computer Science,Hard,"Write a Python function named fizz_buzz that prints numbers 1 to 100. For multiples of 3, print 'Fizz', for multiples of 5 'Buzz', for both 'FizzBuzz'.","def fizz_buzz():
    for i in range(1, 101):
        if i % 3 == 0 and i % 5 == 0:
            print('FizzBuzz')
        elif i % 3 == 0:
            print('Fizz')
        elif i % 5 == 0:
            print('Buzz')
        else:
            print(i)",synthetic
code_en_19,English,Coding,Computer Science,Hard,Write a Python function named gcd that calculates the Greatest Common Divisor of two integers X and Y using the Euclidean algorithm.,"def gcd(x, y):
    while y:
        x, y = y, x % y
    return x",synthetic
code_en_20,English,Coding,Computer Science,Easy,Write a JavaScript function named findDuplicates that returns an array of duplicates from an input array.,"function findDuplicates(arr) {
    let seen = new Set();
    let duplicates = new Set();
    for (let val of arr) {
        if (seen.has(val)) {
            duplicates.add(val);
        } else {
            seen.add(val);
        }
    }
    return Array.from(duplicates);
}",synthetic
code_en_21,English,Coding,Computer Science,Hard,Write a Python function named flatten_list that flattens a shallow nested list of lists (one level deep) into a single flat list.,"def flatten_list(nested_list):
    return [item for sublist in nested_list for item in sublist]",synthetic
code_en_22,English,Coding,Computer Science,Medium,Write a SQL query using an INNER JOIN to retrieve employee names and department names from 'employees' and 'departments' tables.,"SELECT e.name, d.department_name FROM employees e INNER JOIN departments d ON e.dept_id = d.id;",synthetic
code_en_23,English,Coding,Computer Science,Medium,"Write a Python function named is_leap_year that returns True if a given year is a leap year, and False otherwise.","def is_leap_year(year):
    return year % 4 == 0 and (year % 100 != 0 or year % 400 == 0)",synthetic
code_en_24,English,Coding,Computer Science,Medium,Write a Python function named run_length_encoding that returns the RLE compression of a string (e.g. 'AAABBC' -> 'A3B2C1').,"def run_length_encoding(s):
    if not s:
        return ''
    result = []
    count = 1
    for i in range(1, len(s)):
        if s[i] == s[i - 1]:
            count += 1
        else:
            result.append(f'{s[i - 1]}{count}')
            count = 1
    result.append(f'{s[-1]}{count}')
    return ''.join(result)",synthetic
code_en_25,English,Coding,Computer Science,Easy,Write a JavaScript function named countWords that counts the number of words in a given string sentence.,"function countWords(str) {
    return str.trim().split(/\s+/).filter(Boolean).length;
}",synthetic
code_en_26,English,Coding,Computer Science,Easy,Write a Python function named sieve_of_eratosthenes to generate all prime numbers up to N.,"def sieve_of_eratosthenes(n):
    primes = [True] * (n + 1)
    p = 2
    while p * p <= n:
        if primes[p]:
            for i in range(p * p, n + 1, p):
                primes[i] = False
        p += 1
    return [i for i in range(2, n + 1) if primes[i]]",synthetic
code_en_27,English,Coding,Computer Science,Medium,Write a SQL query to update the salary of all employees in department 'Sales' by a 10% raise.,UPDATE employees SET salary = salary * 1.10 WHERE department = 'Sales';,synthetic
code_en_28,English,Coding,Computer Science,Easy,"Write a Python class named Stack that implements basic stack operations: push, pop, peek, and is_empty.","class Stack:
    def __init__(self):
        self.items = []
    def push(self, item):
        self.items.append(item)
    def pop(self):
        return self.items.pop() if not self.is_empty() else None
    def peek(self):
        return self.items[-1] if not self.is_empty() else None
    def is_empty(self):
        return len(self.items) == 0",synthetic
code_en_29,English,Coding,Computer Science,Easy,Write a Python function named matrix_transpose that takes a 2D grid/matrix and returns its transpose.,"def matrix_transpose(matrix):
    return [list(row) for row in zip(*matrix)]",synthetic
code_en_30,English,Coding,Computer Science,Easy,Write a Python function named celsius_to_fahrenheit that converts a temperature from Celsius to Fahrenheit.,"def celsius_to_fahrenheit(c):
    return (c * 9/5) + 32",synthetic
code_en_31,English,Coding,Computer Science,Hard,Write a Python function named is_armstrong that checks if a 3-digit number is an Armstrong number (sum of cubes of digits equals the number).,"def is_armstrong(num):
    return num == sum(int(digit) ** 3 for digit in str(num))",synthetic
code_en_32,English,Coding,Computer Science,Medium,"Write a SQL query to delete duplicate rows from a table 'contacts' based on duplicate emails, keeping the lowest id.",DELETE c1 FROM contacts c1 INNER JOIN contacts c2 WHERE c1.id > c2.id AND c1.email = c2.email;,synthetic
code_en_33,English,Coding,Computer Science,Medium,Write a Python function named validate_email that returns True if a string is a valid email format using regular expressions.,"import re
def validate_email(email):
    pattern = r'^[a-zA-Z0-9_.+-]+@[a-zA-Z0-9-]+\.[a-zA-Z0-9-.]+$'
    return bool(re.match(pattern, email))",synthetic
code_en_34,English,Coding,Computer Science,Easy,Write a Python function named capitalize_words that capitalizes the first letter of each word in a string.,"def capitalize_words(s):
    return ' '.join(word.capitalize() for word in s.split())",synthetic
code_en_35,English,Coding,Computer Science,Easy,Write a JavaScript function named chunkArray that splits an array into chunks of a given maximum size.,"function chunkArray(arr, size) {
    let chunked = [];
    for (let i = 0; i < arr.length; i += size) {
        chunked.push(arr.slice(i, i + size));
    }
    return chunked;
}",synthetic
code_en_36,English,Coding,Computer Science,Easy,Write a Python function named calculate_lcm that returns the Least Common Multiple of two numbers.,"def calculate_lcm(x, y):
    from math import gcd
    return abs(x * y) // gcd(x, y)",synthetic
code_en_37,English,Coding,Computer Science,Medium,"Write a Python function named count_lines_words_chars that returns a tuple containing count of lines, words, and characters of a text.","def count_lines_words_chars(text):
    lines = text.splitlines()
    words = text.split()
    return len(lines), len(words), len(text)",synthetic
code_en_38,English,Coding,Computer Science,Hard,Write a Python function named sort_dict_by_value that takes a dictionary and returns a list of sorted key-value tuples by values in ascending order.,"def sort_dict_by_value(d):
    return sorted(d.items(), key=lambda item: item[1])",synthetic
code_en_39,English,Coding,Computer Science,Medium,Write a Python function named is_sorted that checks if a list of numbers is sorted in ascending order.,"def is_sorted(lst):
    return all(lst[i] <= lst[i+1] for i in range(len(lst)-1))",synthetic
code_en_40,English,Coding,Computer Science,Easy,Write a Python function named sum_of_digits that calculates the sum of digits of an integer.,"def sum_of_digits(n):
    return sum(int(digit) for digit in str(abs(n)))",synthetic
reas_en_01,English,Reasoning,Logic,Hard,A bat and a ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost?,"The ball costs $0.05. Let the ball's cost be x. The bat's cost is x + $1.00. Together, x + (x + 1.00) = 1.10 => 2x + 1.00 = 1.10 => 2x = 0.10 => x = 0.05.",synthetic
reas_en_02,English,Reasoning,Logic,Medium,"If 5 machines take 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?","It would take 5 minutes. Since 5 machines take 5 minutes to make 5 widgets, each machine takes 5 minutes to make exactly 1 widget. Therefore, 100 machines running simultaneously will take 5 minutes to make 100 widgets.",synthetic
reas_en_03,English,Reasoning,Logic,Hard,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half the lake?","It would take 47 days. Since the patch doubles in size every day, on the 47th day it would cover half of the lake, so that when it doubles on the 48th day, the lake is fully covered.",synthetic
reas_en_04,English,Reasoning,Logic,Easy,A farmer has 17 sheep and all but 9 die. How many sheep are left?,9 sheep are left. The phrase 'all but 9 die' means that 9 sheep survived.,synthetic
reas_en_05,English,Reasoning,Logic,Easy,How many birthdays does the average person have?,"Just one birthday. (The anniversary of their birth is celebrated yearly, but the person is only born once).",synthetic
reas_en_06,English,Reasoning,Logic,Easy,"Some months have 30 days, some have 31. How many months have 28 days?",All 12 months have 28 days. Every month has at least 28 days.,synthetic
reas_en_07,English,Reasoning,Logic,Medium,A doctor gives you three pills and tells you to take one every half hour. How many minutes will the pills last?,"60 minutes. You take the first pill at 0 minutes, the second at 30 minutes, and the third at 60 minutes. Total time is 1 hour (60 minutes).",synthetic
reas_en_08,English,Reasoning,Logic,Medium,I have two US coins totaling 30 cents. One of them is not a nickel. What are the coins?,"A quarter (25 cents) and a nickel (5 cents). One coin is a quarter (which is not a nickel), and the other coin is indeed a nickel.",synthetic
reas_en_09,English,Reasoning,Logic,Medium,"If you are running in a race and you pass the person in second place, what place are you in?",Second place. You took the spot of the person who was in second place.,synthetic
reas_en_10,English,Reasoning,Logic/Lateral,Hard,"A father and son are in a car crash. The father dies. The boy is rushed to the hospital. The surgeon says, 'I can't operate on this boy, he is my son!' Who is the surgeon?",The surgeon is the boy's mother.,synthetic
reas_en_11,English,Reasoning,Logic/Lateral,Easy,A man pushes his car to a hotel and tells the owner he's bankrupt. Why?,He is playing Monopoly and landed on a property with a hotel that he cannot afford.,synthetic
reas_en_12,English,Reasoning,Riddle,Easy,What can travel around the world while staying in a corner?,A postage stamp on an envelope.,synthetic
reas_en_13,English,Reasoning,Riddle,Medium,"What has keys but no locks, space but no room, and you can enter but can't go outside?",A computer keyboard.,synthetic
reas_en_14,English,Reasoning,Riddle,Easy,"The more of them you take, the more you leave behind. What are they?",Footsteps.,synthetic
reas_en_15,English,Reasoning,Riddle,Easy,What is full of holes but still holds water?,A sponge.,synthetic
reas_en_16,English,Reasoning,Logic,Hard,"A man is looking at a photograph of someone. His friend asks who it is. The man replies, 'Brothers and sisters I have none, but that man's father is my father's son.' Who is in the photograph?","The man's son. 'My father's son' with no siblings means the man himself. Therefore, 'that man's father is me' means the person in the photo is his son.",synthetic
reas_en_17,English,Reasoning,Logic,Hard,Two fathers and two sons go fishing together. They catch three fish and each person gets exactly one fish. How is this possible?,"There are only three people: a grandfather, his son (who is also a father), and his grandson (who is also a son).",synthetic
reas_en_18,English,Reasoning,Logic/Lateral,Medium,A clerk in a butcher shop is 5 feet 10 inches tall and wears size 11 shoes. What does he weigh?,He weighs meat. (It is his job at the butcher shop).,synthetic
reas_en_19,English,Reasoning,Riddle,Medium,"If a doctor is carrying a medical bag, and a lawyer is carrying a briefcase, what is a ghost carrying?","Nothing, or 'a sheet' (or 'grief' / lateral answers). The standard riddle answer is 'a shroud' or 'nothing' because ghosts are immaterial.",synthetic
